中文名,英文名,等级,等级内序号,海克斯名称
刀锋之影,Talon,白银,7,升级：收集者
刀锋之影,Talon,白银,8,速度恶魔
刀锋之影,Talon,白银,9,大力
刀锋之影,Talon,白银,10,俯冲轰炸
刀锋之影,Talon,白银,11,自我毁灭
刀锋之影,Talon,白银,12,终极不可阻挡
刀锋之影,Talon,白银,13,质变：黄金阶
刀锋之影,Talon,白银,14,快中求稳
刀锋之影,Talon,白银,15,负重爆气
刀锋之影,Talon,白银,16,杀意翻涌
刀锋之影,Talon,白银,17,会心防御
刀锋之影,Talon,白银,18,家园卫士
刀锋之影,Talon,白银,19,练腿日
刀锋之影,Talon,白银,20,逃跑计划
刀锋之影,Talon,白银,21,由暴生急
瓦洛兰之盾,Taric,棱彩,1,死亡之环
瓦洛兰之盾,Taric,棱彩,2,巨像的勇气
瓦洛兰之盾,Taric,棱彩,3,歌利亚巨人
瓦洛兰之盾,Taric,棱彩,4,慢炖
瓦洛兰之盾,Taric,棱彩,5,风语者的祝福
瓦洛兰之盾,Taric,棱彩,6,蛋白粉奶昔
瓦洛兰之盾,Taric,棱彩,7,任务：艾卡西亚的陷落
瓦洛兰之盾,Taric,棱彩,8,感受燃烧
瓦洛兰之盾,Taric,棱彩,9,物法皆修
瓦洛兰之盾,Taric,棱彩,10,量子计算
瓦洛兰之盾,Taric,棱彩,11,踢踏舞
瓦洛兰之盾,Taric,棱彩,12,质变：混沌
瓦洛兰之盾,Taric,棱彩,13,砍伤
瓦洛兰之盾,Taric,棱彩,14,残忍
瓦洛兰之盾,Taric,棱彩,15,至高天诺言
瓦洛兰之盾,Taric,棱彩,16,激光治疗
瓦洛兰之盾,Taric,棱彩,17,升级：米凯尔的祝福
瓦洛兰之盾,Taric,棱彩,18,小猫咪找妈妈
瓦洛兰之盾,Taric,棱彩,19,无限循环往复
瓦洛兰之盾,Taric,棱彩,20,舞会女王
瓦洛兰之盾,Taric,棱彩,21,信念者的强化
瓦洛兰之盾,Taric,棱彩,22,飞身踢
瓦洛兰之盾,Taric,棱彩,23,秘术冲拳
瓦洛兰之盾,Taric,棱彩,24,终极刷新
瓦洛兰之盾,Taric,棱彩,25,史上最大雪球
瓦洛兰之盾,Taric,棱彩,26,最终形态
瓦洛兰之盾,Taric,棱彩,27,终极唤醒
瓦洛兰之盾,Taric,棱彩,28,升级：花晓之剑
瓦洛兰之盾,Taric,棱彩,29,神圣雪球
瓦洛兰之盾,Taric,棱彩,30,当心小蛋糕！
瓦洛兰之盾,Taric,棱彩,31,魄罗之王的弹跳
瓦洛兰之盾,Taric,黄金,1,星界躯体
瓦洛兰之盾,Taric,黄金,2,坚韧
瓦洛兰之盾,Taric,黄金,3,古式佳酿
瓦洛兰之盾,Taric,黄金,4,会心治疗
瓦洛兰之盾,Taric,黄金,5,全心为你
瓦洛兰之盾,Taric,黄金,6,不动如山
瓦洛兰之盾,Taric,黄金,7,任务：钢化你心
瓦洛兰之盾,Taric,黄金,8,圣火
瓦洛兰之盾,Taric,黄金,9,质变：棱彩阶
瓦洛兰之盾,Taric,黄金,10,神圣干预
瓦洛兰之盾,Taric,黄金,11,坦克引擎
瓦洛兰之盾,Taric,黄金,12,吞噬灵魂
瓦洛兰之盾,Taric,黄金,13,祖母的辣椒油
瓦洛兰之盾,Taric,黄金,14,咏叹奏鸣
瓦洛兰之盾,Taric,黄金,15,尖端发明家
瓦洛兰之盾,Taric,黄金,16,黎明使者的坚决
瓦洛兰之盾,Taric,黄金,17,回力OK镖
瓦洛兰之盾,Taric,黄金,18,循环往复
瓦洛兰之盾,Taric,黄金,19,无休回复
瓦洛兰之盾,Taric,黄金,20,面包和奶酪
瓦洛兰之盾,Taric,黄金,21,溢流
瓦洛兰之盾,Taric,黄金,22,升级：雪球
瓦洛兰之盾,Taric,黄金,23,雪球扭蛋机
瓦洛兰之盾,Taric,黄金,24,缩小引擎
瓦洛兰之盾,Taric,黄金,25,捐赠
瓦洛兰之盾,Taric,黄金,26,超凡邪恶
瓦洛兰之盾,Taric,黄金,27,红包
瓦洛兰之盾,Taric,黄金,28,最终都市列车
瓦洛兰之盾,Taric,黄金,29,生机迸发
瓦洛兰之盾,Taric,黄金,30,虚幻武器
瓦洛兰之盾,Taric,黄金,31,关键暴击
瓦洛兰之盾,Taric,黄金,32,基石法师
瓦洛兰之盾,Taric,黄金,33,闪电打击
瓦洛兰之盾,Taric,黄金,34,更万用的瞄准镜
瓦洛兰之盾,Taric,黄金,35,缩小射线
瓦洛兰之盾,Taric,黄金,36,面包和黄油
瓦洛兰之盾,Taric,黄金,37,面包和果酱
瓦洛兰之盾,Taric,黄金,38,作弊：我能回城！
瓦洛兰之盾,Taric,黄金,39,升级：狂妄
瓦洛兰之盾,Taric,黄金,40,弹球
瓦洛兰之盾,Taric,黄金,41,魄罗爆破手
瓦洛兰之盾,Taric,黄金,42,升级：耀光
瓦洛兰之盾,Taric,白银,1,急救用具
瓦洛兰之盾,Taric,白银,2,冰霜 幽灵
瓦洛兰之盾,Taric,白银,3,恶趣味
瓦洛兰之盾,Taric,白银,4,天音爆
瓦洛兰之盾,Taric,白银,5,自我毁灭
瓦洛兰之盾,Taric,白银,6,扇巴掌
瓦洛兰之盾,Taric,白银,7,重量级打击手
瓦洛兰之盾,Taric,白银,8,坚若磐石
瓦洛兰之盾,Taric,白银,9,俯冲轰炸
瓦洛兰之盾,Taric,白银,10,侵蚀
瓦洛兰之盾,Taric,白银,11,由心及物
瓦洛兰之盾,Taric,白银,12,山脉龙魂
瓦洛兰之盾,Taric,白银,13,海洋龙魂
瓦洛兰之盾,Taric,白银,14,折磨者
瓦洛兰之盾,Taric,白银,15,质变：黄金阶
瓦洛兰之盾,Taric,白银,16,火狐
瓦洛兰之盾,Taric,白银,17,强力护盾
瓦洛兰之盾,Taric,白银,18,升级：献祭
瓦洛兰之盾,Taric,白银,19,升级：荆棘之甲
瓦洛兰之盾,Taric,白银,20,霸符兄弟
瓦洛兰之盾,Taric,白银,21,灵巧
瓦洛兰之盾,Taric,白银,22,冰寒
瓦洛兰之盾,Taric,白银,23,会心防御
瓦洛兰之盾,Taric,白银,24,练腿日
瓦洛兰之盾,Taric,白银,25,逃跑计划
瓦洛兰之盾,Taric,白银,26,帽上加帽
瓦洛兰之盾,Taric,白银,27,速度恶魔
瓦洛兰之盾,Taric,白银,28,砸开那颗蛋
瓦洛兰之盾,Taric,白银,29,负重爆气
瓦洛兰之盾,Taric,白银,30,狂热者
迅捷斥候,Teemo,棱彩,1,尤里卡
迅捷斥候,Teemo,棱彩,2,炼狱导管
迅捷斥候,Teemo,棱彩,3,珠光护手
迅捷斥候,Teemo,棱彩,4,物法皆修
迅捷斥候,Teemo,棱彩,5,巨人杀手
迅捷斥候,Teemo,棱彩,6,无限循环往复
迅捷斥候,Teemo,棱彩,7,秘术冲拳
迅捷斥候,Teemo,棱彩,8,踢踏舞
迅捷斥候,Teemo,棱彩,9,精准奇才
迅捷斥候,Teemo,棱彩,10,最万用的瞄准镜
迅捷斥候,Teemo,棱彩,11,任务：沃格勒特的巫师帽
迅捷斥候,Teemo,棱彩,12,精怪魔法
迅捷斥候,Teemo,棱彩,13,连拨击锤
迅捷斥候,Teemo,棱彩,14,双刀流
迅捷斥候,Teemo,棱彩,15,质变：混沌
迅捷斥候,Teemo,棱彩,16,终极唤醒
迅捷斥候,Teemo,棱彩,17,虚空裂隙
迅捷斥候,Teemo,棱彩,18,玻璃大炮
迅捷斥候,Teemo,棱彩,19,不祥契约
迅捷斥候,Teemo,棱彩,20,夺金
迅捷斥候,Teemo,棱彩,21,当心小蛋糕！
迅捷斥候,Teemo,黄金,1,裁决使
迅捷斥候,Teemo,黄金,2,火上浇油
迅捷斥候,Teemo,黄金,3,有始有终
迅捷斥候,Teemo,黄金,4,基石法师
迅捷斥候,Teemo,黄金,5,闪电打击
迅捷斥候,Teemo,黄金,6,循环往复
迅捷斥候,Teemo,黄金,7,更万用的瞄准镜
迅捷斥候,Teemo,黄金,8,穿针引线
迅捷斥候,Teemo,黄金,9,易损
迅捷斥候,Teemo,黄金,10,神射法师
迅捷斥候,Teemo,黄金,11,魔法飞弹
迅捷斥候,Teemo,黄金,12,杀戮时间到了
迅捷斥候,Teemo,黄金,13,质变：棱彩阶
迅捷斥候,Teemo,黄金,14,暴击飞弹
迅捷斥候,Teemo,黄金,15,缩小引擎
迅捷斥候,Teemo,黄金,16,超凡邪恶
迅捷斥候,Teemo,黄金,17,红包
迅捷斥候,Teemo,黄金,18,祖母的辣椒油
迅捷斥候,Teemo,黄金,19,魄罗爆破手
迅捷斥候,Teemo,黄金,20,缩小射线
迅捷斥候,Teemo,黄金,21,面包和黄油
迅捷斥候,Teemo,黄金,22,接二连三
迅捷斥候,Teemo,黄金,23,超强大脑
迅捷斥候,Teemo,黄金,24,溢流
迅捷斥候,Teemo,黄金,25,暴击律动
迅捷斥候,Teemo,黄金,26,心灵净化
迅捷斥候,Teemo,黄金,27,吸血习性
迅捷斥候,Teemo,黄金,28,捐赠
迅捷斥候,Teemo,黄金,29,尖端发明家
迅捷斥候,Teemo,黄金,30,虚幻武器
迅捷斥候,Teemo,黄金,31,关键暴击
迅捷斥候,Teemo,黄金,32,回力OK镖
迅捷斥候,Teemo,黄金,33,古式佳酿
迅捷斥候,Teemo,黄金,34,无休回复
迅捷斥候,Teemo,黄金,35,炽烈黎明
迅捷斥候,Teemo,黄金,36,急急小子
迅捷斥候,Teemo,黄金,37,神圣干预
迅捷斥候,Teemo,黄金,38,作弊：我能回城！
迅捷斥候,Teemo,黄金,39,罪恶快感
迅捷斥候,Teemo,黄金,40,升级：雪球
迅捷斥候,Teemo,黄金,41,雪球扭蛋机
迅捷斥候,Teemo,黄金,42,弹球
迅捷斥候,Teemo,黄金,43,最终都市列车
迅捷斥候,Teemo,黄金,44,咏叹奏鸣
迅捷斥候,Teemo,黄金,45,升级：耀光
迅捷斥候,Teemo,白银,1,灵巧
迅捷斥候,Teemo,白银,2,冰寒
迅捷斥候,Teemo,白银,3,台风
迅捷斥候,Teemo,白银,4,巫师式思考
迅捷斥候,Teemo,白银,5,物理转魔法
迅捷斥候,Teemo,白银,6,帽上加帽
迅捷斥候,Teemo,白银,7,双生火焰
迅捷斥候,Teemo,白银,8,狂热者
迅捷斥候,Teemo,白银,9,炼狱龙魂
迅捷斥候,Teemo,白银,10,点亮他们！
迅捷斥候,Teemo,白银,11,渴血
迅捷斥候,Teemo,白银,12,万用瞄准镜
迅捷斥候,Teemo,白银,13,质变：黄金阶
迅捷斥候,Teemo,白银,14,火狐
迅捷斥候,Teemo,白银,15,升级：收集者
迅捷斥候,Teemo,白银,16,速度恶魔
迅捷斥候,Teemo,白银,17,负重爆气
迅捷斥候,Teemo,白银,18,霸符兄弟
迅捷斥候,Teemo,白银,19,侵蚀
迅捷斥候,Teemo,白银,20,由心及物
迅捷斥候,Teemo,白银,21,海洋龙魂
迅捷斥候,Teemo,白银,22,家园卫士
迅捷斥候,Teemo,白银,23,练腿日
迅捷斥候,Teemo,白银,24,升级：中娅
迅捷斥候,Teemo,白银,25,海克斯科技龙魂
迅捷斥候,Teemo,白银,26,注魔
迅捷斥候,Teemo,白银,27,纯粹主义者 - 术师
魂锁典狱长,Thresh,棱彩,1,巨像的勇气
魂锁典狱长,Thresh,棱彩,2,歌利亚巨人
魂锁典狱长,Thresh,棱彩,3,物法皆修
魂锁典狱长,Thresh,棱彩,4,慢炖
魂锁典狱长,Thresh,棱彩,5,砍伤
魂锁典狱长,Thresh,棱彩,6,残忍
魂锁典狱长,Thresh,棱彩,7,任务：艾卡西亚的陷落
魂锁典狱长,Thresh,棱彩,8,无限循环往复
魂锁典狱长,Thresh,棱彩,9,飞身踢
魂锁典狱长,Thresh,棱彩,10,量子计算
魂锁典狱长,Thresh,棱彩,11,踢踏舞
魂锁典狱长,Thresh,棱彩,12,质变：混沌
魂锁典狱长,Thresh,棱彩,13,蛋白粉奶昔
魂锁典狱长,Thresh,棱彩,14,史上最大雪球
魂锁典狱长,Thresh,棱彩,15,激光治疗
魂锁典狱长,Thresh,棱彩,16,舞会女王
魂锁典狱长,Thresh,棱彩,17,尤里卡
魂锁典狱长,Thresh,棱彩,18,炼狱导管
魂锁典狱长,Thresh,棱彩,19,珠光护手
魂锁典狱长,Thresh,棱彩,20,风语者的祝福
魂锁典狱长,Thresh,棱彩,21,巨人杀手
魂锁典狱长,Thresh,棱彩,22,小丑学院
魂锁典狱长,Thresh,棱彩,23,最终形态
魂锁典狱长,Thresh,棱彩,24,神圣雪球
魂锁典狱长,Thresh,棱彩,25,当心小蛋糕！
魂锁典狱长,Thresh,棱彩,26,虚空裂隙
魂锁典狱长,Thresh,棱彩,27,魄罗之王的弹跳
魂锁典狱长,Thresh,黄金,1,星界躯体
魂锁典狱长,Thresh,黄金,2,坚韧
魂锁典狱长,Thresh,黄金,3,面包和黄油
魂锁典狱长,Thresh,黄金,4,神射法师
魂锁典狱长,Thresh,黄金,5,不动如山
魂锁典狱长,Thresh,黄金,6,任务：钢化你心
魂锁典狱长,Thresh,黄金,7,质变：棱彩阶
魂锁典狱长,Thresh,黄金,8,坦克引擎
魂锁典狱长,Thresh,黄金,9,缩小引擎
魂锁典狱长,Thresh,黄金,10,吞噬灵魂
魂锁典狱长,Thresh,黄金,11,超凡邪恶
魂锁典狱长,Thresh,黄金,12,红包
魂锁典狱长,Thresh,黄金,13,祖母的辣椒油
魂锁典狱长,Thresh,黄金,14,咏叹奏鸣
魂锁典狱长,Thresh,黄金,15,尖端发明家
魂锁典狱长,Thresh,黄金,16,黎明使者的坚决
魂锁典狱长,Thresh,黄金,17,裁决使
魂锁典狱长,Thresh,黄金,18,有始有终
魂锁典狱长,Thresh,黄金,19,回力OK镖
魂锁典狱长,Thresh,黄金,20,古式佳酿
魂锁典狱长,Thresh,黄金,21,循环往复
魂锁典狱长,Thresh,黄金,22,无休回复
魂锁典狱长,Thresh,黄金,23,穿针引线
魂锁典狱长,Thresh,黄金,24,会心治疗
魂锁典狱长,Thresh,黄金,25,魔法飞弹
魂锁典狱长,Thresh,黄金,26,神圣干预
魂锁典狱长,Thresh,黄金,27,作弊：我能回城！
魂锁典狱长,Thresh,黄金,28,升级：雪球
魂锁典狱长,Thresh,黄金,29,升级：狂妄
魂锁典狱长,Thresh,黄金,30,雪球扭蛋机
魂锁典狱长,Thresh,黄金,31,心灵净化
魂锁典狱长,Thresh,黄金,32,弹球
魂锁典狱长,Thresh,黄金,33,捐赠
魂锁典狱长,Thresh,黄金,34,最终都市列车
魂锁典狱长,Thresh,黄金,35,生机迸发
魂锁典狱长,Thresh,黄金,36,魄罗爆破手
魂锁典狱长,Thresh,黄金,37,魔鬼之舞
魂锁典狱长,Thresh,黄金,38,关键暴击
魂锁典狱长,Thresh,黄金,39,基石法师
魂锁典狱长,Thresh,黄金,40,闪电打击
魂锁典狱长,Thresh,黄金,41,更万用的瞄准镜
魂锁典狱长,Thresh,黄金,42,缩小射线
魂锁典狱长,Thresh,黄金,43,灵魂虹吸
魂锁典狱长,Thresh,黄金,44,全心为你
魂锁典狱长,Thresh,黄金,45,面包和奶酪
魂锁典狱长,Thresh,黄金,46,超强大脑
魂锁典狱长,Thresh,黄金,47,圣火
魂锁典狱长,Thresh,黄金,48,杀戮时间到了
魂锁典狱长,Thresh,黄金,49,溢流
魂锁典狱长,Thresh,黄金,50,升级：无尽之刃
魂锁典狱长,Thresh,黄金,51,吸血习性
魂锁典狱长,Thresh,白银,1,冰霜 幽灵
魂锁典狱长,Thresh,白银,2,恶趣味
魂锁典狱长,Thresh,白银,3,自我毁灭
魂锁典狱长,Thresh,白银,4,扇巴掌
魂锁典狱长,Thresh,白银,5,重量级打击手
魂锁典狱长,Thresh,白银,6,升级：献祭
魂锁典狱长,Thresh,白银,7,坚若磐石
魂锁典狱长,Thresh,白银,8,俯冲轰炸
魂锁典狱长,Thresh,白银,9,侵蚀
魂锁典狱长,Thresh,白银,10,急救用具
魂锁典狱长,Thresh,白银,11,冰寒
魂锁典狱长,Thresh,白银,12,由心及物
魂锁典狱长,Thresh,白银,13,山脉龙魂
魂锁典狱长,Thresh,白银,14,折磨者
魂锁典狱长,Thresh,白银,15,质变：黄金阶
魂锁典狱长,Thresh,白银,16,火狐
魂锁典狱长,Thresh,白银,17,升级：荆棘之甲
魂锁典狱长,Thresh,白银,18,负重爆气
魂锁典狱长,Thresh,白银,19,霸符兄弟
魂锁典狱长,Thresh,白银,20,海洋龙魂
魂锁典狱长,Thresh,白银,21,天音爆
魂锁典狱长,Thresh,白银,22,巫师式思考
魂锁典狱长,Thresh,白银,23,物理转魔法
魂锁典狱长,Thresh,白银,24,魔法转物理
魂锁典狱长,Thresh,白银,25,练腿日
魂锁典狱长,Thresh,白银,26,强力护盾
魂锁典狱长,Thresh,白银,27,逃跑计划
魂锁典狱长,Thresh,白银,28,帽上加帽
魂锁典狱长,Thresh,白银,29,速度恶魔
魂锁典狱长,Thresh,白银,30,狂热者
麦林炮手,Tristana,棱彩,1,战争交响乐
麦林炮手,Tristana,棱彩,2,踢踏舞
麦林炮手,Tristana,棱彩,3,最万用的瞄准镜
麦林炮手,Tristana,棱彩,4,巨人杀手
麦林炮手,Tristana,棱彩,5,连拨击锤
麦林炮手,Tristana,棱彩,6,双刀流
麦林炮手,Tristana,棱彩,7,物法皆修
麦林炮手,Tristana,棱彩,8,秘术冲拳
麦林炮手,Tristana,棱彩,9,亮出你的剑
麦林炮手,Tristana,棱彩,10,质变：混沌
麦林炮手,Tristana,棱彩,11,玻璃大炮
麦林炮手,Tristana,棱彩,12,无限循环往复
麦林炮手,Tristana,棱彩,13,地狱三头犬
麦林炮手,Tristana,棱彩,14,当心小蛋糕！
麦林炮手,Tristana,棱彩,15,飞身踢
麦林炮手,Tristana,棱彩,16,回归基本功
麦林炮手,Tristana,棱彩,17,歌利亚巨人
麦林炮手,Tristana,棱彩,18,炼狱导管
麦林炮手,Tristana,棱彩,19,珠光护手
麦林炮手,Tristana,棱彩,20,全能龙魂
麦林炮手,Tristana,棱彩,21,量子计算
麦林炮手,Tristana,棱彩,22,精准奇才
麦林炮手,Tristana,棱彩,23,任务：海牛阿福的勇士
麦林炮手,Tristana,棱彩,24,小丑学院
麦林炮手,Tristana,棱彩,25,夺金
麦林炮手,Tristana,棱彩,26,尊我为王
麦林炮手,Tristana,黄金,1,火上浇油
麦林炮手,Tristana,黄金,2,闪电打击
麦林炮手,Tristana,黄金,3,更万用的瞄准镜
麦林炮手,Tristana,黄金,4,穿针引线
麦林炮手,Tristana,黄金,5,接二连三
麦林炮手,Tristana,黄金,6,魔法飞弹
麦林炮手,Tristana,黄金,7,罪恶快感
麦林炮手,Tristana,黄金,8,暴击律动
麦林炮手,Tristana,黄金,9,升级：无尽之刃
麦林炮手,Tristana,黄金,10,吸血习性
麦林炮手,Tristana,黄金,11,暴击飞弹
麦林炮手,Tristana,黄金,12,裁决使
麦林炮手,Tristana,黄金,13,有始有终
麦林炮手,Tristana,黄金,14,关键暴击
麦林炮手,Tristana,黄金,15,缩小射线
麦林炮手,Tristana,黄金,16,灵魂虹吸
麦林炮手,Tristana,黄金,17,易损
麦林炮手,Tristana,黄金,18,面包和黄油
麦林炮手,Tristana,黄金,19,会心治疗
麦林炮手,Tristana,黄金,20,神射法师
麦林炮手,Tristana,黄金,21,面包和奶酪
麦林炮手,Tristana,黄金,22,质变：棱彩阶
麦林炮手,Tristana,黄金,23,一板一眼
麦林炮手,Tristana,黄金,24,作弊：我能回城！
麦林炮手,Tristana,黄金,25,升级：狂妄
麦林炮手,Tristana,黄金,26,心灵净化
麦林炮手,Tristana,黄金,27,缩小引擎
麦林炮手,Tristana,黄金,28,捐赠
麦林炮手,Tristana,黄金,29,超凡邪恶
麦林炮手,Tristana,黄金,30,红包
麦林炮手,Tristana,黄金,31,最终都市列车
麦林炮手,Tristana,黄金,32,祖母的辣椒油
麦林炮手,Tristana,黄金,33,咏叹奏鸣
麦林炮手,Tristana,黄金,34,升级：耀光
麦林炮手,Tristana,黄金,35,双发快射
麦林炮手,Tristana,黄金,36,尖端发明家
麦林炮手,Tristana,黄金,37,黎明使者的坚决
麦林炮手,Tristana,黄金,38,虚幻武器
麦林炮手,Tristana,黄金,39,回力OK镖
麦林炮手,Tristana,黄金,40,循环往复
麦林炮手,Tristana,黄金,41,无休回复
麦林炮手,Tristana,黄金,42,急急小子
麦林炮手,Tristana,黄金,43,闪现向前
麦林炮手,Tristana,黄金,44,面包和果酱
麦林炮手,Tristana,黄金,45,任务：钢化你心
麦林炮手,Tristana,黄金,46,神圣干预
麦林炮手,Tristana,黄金,47,夜狩
麦林炮手,Tristana,黄金,48,升级：雪球
麦林炮手,Tristana,黄金,49,坦克引擎
麦林炮手,Tristana,黄金,50,生机迸发
麦林炮手,Tristana,黄金,51,魄罗爆破手
麦林炮手,Tristana,白银,1,灵巧
麦林炮手,Tristana,白银,2,点亮他们！
麦林炮手,Tristana,白银,3,台风
麦林炮手,Tristana,白银,4,渴血
麦林炮手,Tristana,白银,5,万用瞄准镜
麦林炮手,Tristana,白银,6,升级：收集者
麦林炮手,Tristana,白银,7,狂热者
麦林炮手,Tristana,白银,8,大力
麦林炮手,Tristana,白银,9,炼狱龙魂
麦林炮手,Tristana,白银,10,会心防御
麦林炮手,Tristana,白银,11,残暴之力
麦林炮手,Tristana,白银,12,家园卫士
麦林炮手,Tristana,白银,13,魔法转物理
麦林炮手,Tristana,白银,14,质变：黄金阶
麦林炮手,Tristana,白银,15,练腿日
麦林炮手,Tristana,白银,16,活力再生
麦林炮手,Tristana,白银,17,逃跑计划
麦林炮手,Tristana,白银,18,双生火焰
麦林炮手,Tristana,白银,19,由暴生急
麦林炮手,Tristana,白银,20,霸符兄弟
麦林炮手,Tristana,白银,21,俯冲轰炸
麦林炮手,Tristana,白银,22,唯快不破
麦林炮手,Tristana,白银,23,侵蚀
麦林炮手,Tristana,白银,24,防护面纱
麦林炮手,Tristana,白银,25,海洋龙魂
麦林炮手,Tristana,白银,26,退敌力场
麦林炮手,Tristana,白银,27,重量级打击手
麦林炮手,Tristana,白银,28,火狐
麦林炮手,Tristana,白银,29,速度恶魔
麦林炮手,Tristana,白银,30,海克斯科技龙魂
巨魔之王,Trundle,棱彩,1,歌利亚巨人
巨魔之王,Trundle,棱彩,2,秘术冲拳
巨魔之王,Trundle,棱彩,3,踢踏舞
巨魔之王,Trundle,棱彩,4,最万用的瞄准镜
巨魔之王,Trundle,棱彩,5,砍伤
巨魔之王,Trundle,棱彩,6,最终形态
巨魔之王,Trundle,棱彩,7,物法皆修
巨魔之王,Trundle,棱彩,8,慢炖
巨魔之王,Trundle,棱彩,9,战争交响乐
巨魔之王,Trundle,棱彩,10,巨人杀手
巨魔之王,Trundle,棱彩,11,双刀流
巨魔之王,Trundle,棱彩,12,质变：混沌
巨魔之王,Trundle,棱彩,13,任务：艾卡西亚的陷落
巨魔之王,Trundle,棱彩,14,无限循环往复
巨魔之王,Trundle,棱彩,15,飞身踢
巨魔之王,Trundle,棱彩,16,利刃华尔兹
巨魔之王,Trundle,棱彩,17,珠光护手
巨魔之王,Trundle,棱彩,18,量子计算
巨魔之王,Trundle,棱彩,19,残忍
巨魔之王,Trundle,棱彩,20,蛋白粉奶昔
巨魔之王,Trundle,棱彩,21,史上最大雪球
巨魔之王,Trundle,棱彩,22,地狱三头犬
巨魔之王,Trundle,棱彩,23,舞会女王
巨魔之王,Trundle,黄金,1,星界躯体
巨魔之王,Trundle,黄金,2,魔鬼之舞
巨魔之王,Trundle,黄金,3,火上浇油
巨魔之王,Trundle,黄金,4,闪电打击
巨魔之王,Trundle,黄金,5,坚韧
巨魔之王,Trundle,黄金,6,更万用的瞄准镜
巨魔之王,Trundle,黄金,7,接二连三
巨魔之王,Trundle,黄金,8,会心治疗
巨魔之王,Trundle,黄金,9,任务：钢化你心
巨魔之王,Trundle,黄金,10,质变：棱彩阶
巨魔之王,Trundle,黄金,11,罪恶快感
巨魔之王,Trundle,黄金,12,吸血习性
巨魔之王,Trundle,黄金,13,坦克引擎
巨魔之王,Trundle,黄金,14,缩小引擎
巨魔之王,Trundle,黄金,15,吞噬灵魂
巨魔之王,Trundle,黄金,16,祖母的辣椒油
巨魔之王,Trundle,黄金,17,升级：耀光
巨魔之王,Trundle,黄金,18,裁决使
巨魔之王,Trundle,黄金,19,古式佳酿
巨魔之王,Trundle,黄金,20,循环往复
巨魔之王,Trundle,黄金,21,缩小射线
巨魔之王,Trundle,黄金,22,灵魂虹吸
巨魔之王,Trundle,黄金,23,穿针引线
巨魔之王,Trundle,黄金,24,面包和黄油
巨魔之王,Trundle,黄金,25,不动如山
巨魔之王,Trundle,黄金,26,面包和奶酪
巨魔之王,Trundle,黄金,27,神圣干预
巨魔之王,Trundle,黄金,28,升级：雪球
巨魔之王,Trundle,黄金,29,升级：狂妄
巨魔之王,Trundle,黄金,30,雪球扭蛋机
巨魔之王,Trundle,黄金,31,心灵净化
巨魔之王,Trundle,黄金,32,弹球
巨魔之王,Trundle,黄金,33,捐赠
巨魔之王,Trundle,黄金,34,超凡邪恶
巨魔之王,Trundle,黄金,35,红包
巨魔之王,Trundle,黄金,36,最终都市列车
巨魔之王,Trundle,黄金,37,咏叹奏鸣
巨魔之王,Trundle,黄金,38,尖端发明家
巨魔之王,Trundle,黄金,39,黎明使者的坚决
巨魔之王,Trundle,黄金,40,关键暴击
巨魔之王,Trundle,黄金,41,回力OK镖
巨魔之王,Trundle,黄金,42,无休回复
巨魔之王,Trundle,黄金,43,面包和果酱
巨魔之王,Trundle,黄金,44,作弊：我能回城！
巨魔之王,Trundle,黄金,45,升级：无尽之刃
巨魔之王,Trundle,黄金,46,生机迸发
巨魔之王,Trundle,黄金,47,魄罗爆破手
巨魔之王,Trundle,白银,1,灵巧
巨魔之王,Trundle,白银,2,扇巴掌
巨魔之王,Trundle,白银,3,渴血
巨魔之王,Trundle,白银,4,万用瞄准镜
巨魔之王,Trundle,白银,5,重量级打击手
巨魔之王,Trundle,白银,6,狂热者
巨魔之王,Trundle,白银,7,侵蚀
巨魔之王,Trundle,白银,8,冰霜 幽灵
巨魔之王,Trundle,白银,9,炼狱龙魂
巨魔之王,Trundle,白银,10,残暴之力
巨魔之王,Trundle,白银,11,台风
巨魔之王,Trundle,白银,12,自我毁灭
巨魔之王,Trundle,白银,13,质变：黄金阶
巨魔之王,Trundle,白银,14,练腿日
巨魔之王,Trundle,白银,15,升级：献祭
巨魔之王,Trundle,白银,16,速度恶魔
巨魔之王,Trundle,白银,17,大力
巨魔之王,Trundle,白银,18,俯冲轰炸
巨魔之王,Trundle,白银,19,恶趣味
巨魔之王,Trundle,白银,20,冰寒
巨魔之王,Trundle,白银,21,点亮他们！
巨魔之王,Trundle,白银,22,山脉龙魂
巨魔之王,Trundle,白银,23,海洋龙魂
巨魔之王,Trundle,白银,24,折磨者
巨魔之王,Trundle,白银,25,终极不可阻挡
巨魔之王,Trundle,白银,26,魔法转物理
巨魔之王,Trundle,白银,27,火狐
巨魔之王,Trundle,白银,28,升级：收集者
巨魔之王,Trundle,白银,29,逃跑计划
巨魔之王,Trundle,白银,30,升级：荆棘之甲
巨魔之王,Trundle,白银,31,负重爆气
蛮族之王,Tryndamere,棱彩,1,秘术冲拳
蛮族之王,Tryndamere,棱彩,2,战争交响乐
蛮族之王,Tryndamere,棱彩,3,踢踏舞
蛮族之王,Tryndamere,棱彩,4,最万用的瞄准镜
蛮族之王,Tryndamere,棱彩,5,巨人杀手
蛮族之王,Tryndamere,棱彩,6,双刀流
蛮族之王,Tryndamere,棱彩,7,小丑学院
蛮族之王,Tryndamere,棱彩,8,利刃华尔兹
蛮族之王,Tryndamere,棱彩,9,全凭身法
